"v (/net11 /net10); ac dB20(V) (modelFiles=nom,R2=1000000) X","v (/net11 /net10); ac dB20(V) (modelFiles=nom,R2=1000000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:fs,R2=1000000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:fs,R2=1000000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:sf,R2=1000000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:sf,R2=1000000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ff,R2=1000000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ff,R2=1000000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ss,R2=1000000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ss,R2=1000000) Y"
0.1,66.01635160978772,0.1,66.01635160978772,0.1,66.01635160978772,0.1,66.01605587846245,0.1,66.01655465065024
0.1659586907437561,66.01635160972775,0.1659586907437561,66.01635160972775,0.1659586907437561,66.01635160972775,0.1659586907437561,66.01605587840466,0.1659586907437561,66.01655465058792
0.2754228703338167,66.01635160956261,0.2754228703338167,66.01635160956261,0.2754228703338167,66.01635160956261,0.2754228703338167,66.01605587824548,0.2754228703338167,66.01655465041625
0.4570881896148751,66.01635160910774,0.4570881896148751,66.01635160910774,0.4570881896148751,66.01635160910774,0.4570881896148751,66.01605587780705,0.4570881896148751,66.01655464994349
0.7585775750291839,66.01635160785496,0.7585775750291839,66.01635160785496,0.7585775750291839,66.01635160785496,0.7585775750291839,66.01605587659949,0.7585775750291839,66.01655464864135
1.258925411794168,66.01635160440452,1.258925411794168,66.01635160440452,1.258925411794168,66.01635160440452,1.258925411794168,66.01605587327366,1.258925411794168,66.01655464505497
2.08929613085404,66.0163515949012,2.08929613085404,66.0163515949012,2.08929613085404,66.0163515949012,2.08929613085404,66.01605586411353,2.08929613085404,66.01655463517727
3.467368504525318,66.0163515687269,3.467368504525318,66.0163515687269,3.467368504525318,66.0163515687269,3.467368504525318,66.01605583888441,3.467368504525318,66.01655460797183
5.754399373371571,66.01635149663687,5.754399373371571,66.01635149663687,5.754399373371571,66.01635149663687,5.754399373371571,66.0160557693977,5.754399373371571,66.01655453304181
9.549925860214364,66.01635129808449,9.549925860214364,66.01635129808449,9.549925860214364,66.01635129808449,9.549925860214364,66.01605557801538,9.549925860214364,66.01655432666743
15.84893192461114,66.01635075122584,15.84893192461114,66.01635075122584,15.84893192461114,66.01635075122584,15.84893192461114,66.01605505090477,15.84893192461114,66.01655375826522
26.30267991895383,66.01634924505242,26.30267991895383,66.01634924505242,26.30267991895383,66.01634924505242,26.30267991895383,66.01605359912189,26.30267991895383,66.01655219275591
43.65158322401662,66.01634509670906,43.65158322401662,66.01634509670906,43.65158322401662,66.01634509670906,43.65158322401662,66.01604960058232,43.65158322401662,66.01654788098816
72.44359600749904,66.01633367124317,72.44359600749904,66.01633367124317,72.44359600749904,66.01633367124317,72.44359600749904,66.01603858770892,72.44359600749904,66.01653600541577
120.2264434617413,66.0163022030525,120.2264434617413,66.0163022030525,120.2264434617413,66.0163022030525,120.2264434617413,66.01600825588127,120.2264434617413,66.01650329754135
199.526231496888,66.01621553363729,199.526231496888,66.01621553363729,199.526231496888,66.01621553363729,199.526231496888,66.01592471618613,199.526231496888,66.0164132138483
331.1311214825913,66.01597683518789,331.1311214825913,66.01597683518789,331.1311214825913,66.01597683518789,331.1311214825913,66.01569463706748,331.1311214825913,66.01616511241519
549.5408738576248,66.01531947288653,549.5408738576248,66.01531947288653,549.5408738576248,66.01531947288653,549.5408738576248,66.01506100956509,549.5408738576248,66.01548185759435
912.0108393559101,66.01350946101682,912.0108393559101,66.01350946101682,912.0108393559101,66.01350946101682,912.0108393559101,66.01331633230097,912.0108393559101,66.0136005731059
1513.561248436209,66.00852817089246,1513.561248436209,66.00852817089246,1513.561248436209,66.00852817089246,1513.561248436209,66.00851471251823,1513.561248436209,66.00842329464683
2511.886431509581,65.99483802397714,2511.886431509581,65.99483802397714,2511.886431509581,65.99483802397714,2511.886431509581,65.99531733402722,2511.886431509581,65.99419571216076
4168.693834703356,65.95735382605967,4168.693834703356,65.95735382605967,4168.693834703356,65.95735382605967,4168.693834703356,65.95917471789076,4168.693834703356,65.95524897014013
6918.309709189368,65.85575573455435,6918.309709189368,65.85575573455435,6918.309709189368,65.85575573455435,6918.309709189368,65.86115721988099,6918.309709189368,65.84975206335726
11481.53621496883,65.58762893215632,11481.53621496883,65.58762893215632,11481.53621496883,65.58762893215632,11481.53621496883,65.60210057841367,11481.53621496883,65.57177896628467
19054.60717963248,64.92474549124469,19054.60717963248,64.92474549124469,19054.60717963248,64.92474549124469,19054.60717963248,64.95944633257564,19054.60717963248,64.88708888428047
31622.77660168381,63.49497476870081,31622.77660168381,63.49497476870081,31622.77660168381,63.49497476870081,31622.77660168381,63.56430583749629,31622.77660168381,63.4204722054709
52480.74602497728,61.00887521354333,52480.74602497728,61.00887521354333,52480.74602497728,61.00887521354333,52480.74602497728,61.11725003523024,52480.74602497728,60.89354833945321
87096.35899560811,57.58376879589471,87096.35899560811,57.58376879589471,87096.35899560811,57.58376879589471,87096.35899560811,57.71992620032981,87096.35899560811,57.43984444700777
144543.9770745928,53.59993095708933,144543.9770745928,53.59993095708933,144543.9770745928,53.59993095708933,144543.9770745928,53.75005092499676,144543.9770745928,53.44177375549783
239883.2919019492,49.36149520081452,239883.2919019492,49.36149520081452,239883.2919019492,49.36149520081452,239883.2919019492,49.51741914369847,239883.2919019492,49.19744873439755
398107.1705534975,45.02173392024915,398107.1705534975,45.02173392024915,398107.1705534975,45.02173392024915,398107.1705534975,45.17987767850299,398107.1705534975,44.855439084727
660693.4480075964,40.64397552404848,660693.4480075964,40.64397552404848,660693.4480075964,40.64397552404848,660693.4480075964,40.80294121084965,660693.4480075964,40.47684844063457
1096478.196143186,36.25252570421507,1096478.196143186,36.25252570421507,1096478.196143186,36.25252570421507,1096478.196143186,36.41179267321868,1096478.196143186,36.08509271602126
1819700.858609985,31.8568642931055,1819700.858609985,31.8568642931055,1819700.858609985,31.8568642931055,1819700.858609985,32.0162429827076,1819700.858609985,31.68931535428464
3019951.720402018,27.46182561671937,3019951.720402018,27.46182561671937,3019951.720402018,27.46182561671937,3019951.720402018,27.62125054505754,3019951.720402018,27.29422186215037
5011872.336272726,23.07292486280829,5011872.336272726,23.07292486280829,5011872.336272726,23.07292486280829,5011872.336272726,23.23238203494475,5011872.336272726,22.90526639639676
8317637.711026715,18.70236116595813,8317637.711026715,18.70236116595813,8317637.711026715,18.70236116595813,8317637.711026715,18.86187201912533,8317637.711026715,18.5345878630096
13803842.64602886,14.38152789320386,13803842.64602886,14.38152789320386,13803842.64602886,14.38152789320386,13803842.64602886,14.54116974978945,13803842.64602886,14.21345759515056
22908676.52767774,10.18822936135995,22908676.52767774,10.18822936135995,22908676.52767774,10.18822936135995,22908676.52767774,10.34820132904022,22908676.52767774,10.01938666349506
38018939.63205615,6.284704834713196,38018939.63205615,6.284704834713196,38018939.63205615,6.284704834713196,38018939.63205615,6.445502850781821,38018939.63205615,6.113896918529184
63095734.44801937,2.865654460606506,63095734.44801937,2.865654460606506,63095734.44801937,2.865654460606506,63095734.44801937,3.029473286378817,63095734.44801937,2.688979202332452
104712854.80509,-0.3418926672208591,104712854.80509,-0.3418926672208591,104712854.80509,-0.3418926672208591,104712854.80509,-0.1595769893549591,104712854.80509,-0.544392073228452
173780082.8749377,-5.707426049649808,173780082.8749377,-5.707426049649808,173780082.8749377,-5.707426049649808,173780082.8749377,-5.466400372150423,173780082.8749377,-5.983216563652896
288403150.3126608,-16.62173248363614,288403150.3126608,-16.62173248363614,288403150.3126608,-16.62173248363614,288403150.3126608,-16.3423099290206,288403150.3126608,-16.94307443669976
478630092.3226386,-30.72404035089424,478630092.3226386,-30.72404035089424,478630092.3226386,-30.72404035089424,478630092.3226386,-30.37189737555394,478630092.3226386,-31.11668322806459
794328234.724282,-46.02480896082068,794328234.724282,-46.02480896082068,794328234.724282,-46.02480896082068,794328234.724282,-45.55395445317408,794328234.724282,-46.53066371834758
1318256738.556408,-61.70364494030277,1318256738.556408,-61.70364494030277,1318256738.556408,-61.70364494030277,1318256738.556408,-61.11146757048154,1318256738.556408,-62.32589650134264
2187761623.949554,-76.92713140257825,2187761623.949554,-76.92713140257825,2187761623.949554,-76.92713140257825,2187761623.949554,-76.22626666038499,2187761623.949554,-77.65846580763667
3630780547.701016,-91.22282872904277,3630780547.701016,-91.22282872904277,3630780547.701016,-91.22282872904277,3630780547.701016,-90.43655613463181,3630780547.701016,-92.04360352775602
6025595860.743582,-104.5806134702194,6025595860.743582,-104.5806134702194,6025595860.743582,-104.5806134702194,6025595860.743582,-103.7300742397729,6025595860.743582,-105.4690514480361
10000000000,-116.9990949654464,10000000000,-116.9990949654464,10000000000,-116.9990949654464,10000000000,-116.0850879920452,10000000000,-117.9530484483716
