"v (/net11 /net10); ac dB20(V) (modelFiles=nom,R2=1000) X","v (/net11 /net10); ac dB20(V) (modelFiles=nom,R2=1000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:fs,R2=1000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:fs,R2=1000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:sf,R2=1000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:sf,R2=1000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ff,R2=1000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ff,R2=1000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ss,R2=1000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ss,R2=1000) Y"
0.1,6.020479910397548,0.1,6.020479910397548,0.1,6.020479910397548,0.1,6.020474205412329,0.1,-20.80174552774867
0.1659586907437561,6.020479910397548,0.1659586907437561,6.020479910397548,0.1659586907437561,6.020479910397548,0.1659586907437561,6.020474205412336,0.1659586907437561,-20.80174552774867
0.2754228703338167,6.020479910397548,0.2754228703338167,6.020479910397548,0.2754228703338167,6.020479910397548,0.2754228703338167,6.020474205412336,0.2754228703338167,-20.80174552774867
0.4570881896148751,6.020479910397541,0.4570881896148751,6.020479910397541,0.4570881896148751,6.020479910397541,0.4570881896148751,6.02047420541234,0.4570881896148751,-20.80174552774866
0.7585775750291839,6.020479910397542,0.7585775750291839,6.020479910397542,0.7585775750291839,6.020479910397542,0.7585775750291839,6.020474205412326,0.7585775750291839,-20.80174552774864
1.258925411794168,6.020479910397523,1.258925411794168,6.020479910397523,1.258925411794168,6.020479910397523,1.258925411794168,6.020474205412308,1.258925411794168,-20.80174552774858
2.08929613085404,6.020479910397479,2.08929613085404,6.020479910397479,2.08929613085404,6.020479910397479,2.08929613085404,6.02047420541227,2.08929613085404,-20.80174552774841
3.467368504525318,6.020479910397367,3.467368504525318,6.020479910397367,3.467368504525318,6.020479910397367,3.467368504525318,6.020474205412166,3.467368504525318,-20.80174552774793
5.754399373371571,6.020479910397047,5.754399373371571,6.020479910397047,5.754399373371571,6.020479910397047,5.754399373371571,6.020474205411847,5.754399373371571,-20.80174552774663
9.549925860214364,6.020479910396168,9.549925860214364,6.020479910396168,9.549925860214364,6.020479910396168,9.549925860214364,6.020474205410999,9.549925860214364,-20.80174552774304
15.84893192461114,6.020479910393738,15.84893192461114,6.020479910393738,15.84893192461114,6.020479910393738,15.84893192461114,6.020474205408659,15.84893192461114,-20.80174552773317
26.30267991895383,6.020479910387072,26.30267991895383,6.020479910387072,26.30267991895383,6.020479910387072,26.30267991895383,6.0204742054022,26.30267991895383,-20.80174552770599
43.65158322401662,6.020479910368693,43.65158322401662,6.020479910368693,43.65158322401662,6.020479910368693,43.65158322401662,6.020474205384425,43.65158322401662,-20.80174552763109
72.44359600749904,6.020479910318092,72.44359600749904,6.020479910318092,72.44359600749904,6.020479910318092,72.44359600749904,6.020474205335477,72.44359600749904,-20.80174552742483
120.2264434617413,6.020479910178704,120.2264434617413,6.020479910178704,120.2264434617413,6.020479910178704,120.2264434617413,6.020474205200634,120.2264434617413,-20.80174552685673
