"v (/net11 /net10); ac dB20(V) (modelFiles=nom,R2=100000) X","v (/net11 /net10); ac dB20(V) (modelFiles=nom,R2=100000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:fs,R2=100000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:fs,R2=100000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:sf,R2=100000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:sf,R2=100000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ff,R2=100000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ff,R2=100000) Y","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ss,R2=100000) X","v (/net11 /net10); ac dB20(V) (modelFiles=spectre.scs:ss,R2=100000) Y"
0.1,46.02012044296197,0.1,46.02012044296197,0.1,46.02012044296197,0.1,46.02008831913373,0.1,46.02014283106332
0.1659586907437561,46.02012044296136,0.1659586907437561,46.02012044296136,0.1659586907437561,46.02012044296136,0.1659586907437561,46.02008831913315,0.1659586907437561,46.02014283106267
0.2754228703338167,46.02012044295968,0.2754228703338167,46.02012044295968,0.2754228703338167,46.02012044295968,0.2754228703338167,46.02008831913152,0.2754228703338167,46.02014283106092
0.4570881896148751,46.02012044295505,0.4570881896148751,46.02012044295505,0.4570881896148751,46.02012044295505,0.4570881896148751,46.02008831912705,0.4570881896148751,46.02014283105611
0.7585775750291839,46.02012044294229,0.7585775750291839,46.02012044294229,0.7585775750291839,46.02012044294229,0.7585775750291839,46.02008831911476,0.7585775750291839,46.02014283104285
1.258925411794168,46.02012044290714,1.258925411794168,46.02012044290714,1.258925411794168,46.02012044290714,1.258925411794168,46.02008831908088,1.258925411794168,46.02014283100631
2.08929613085404,46.02012044281033,2.08929613085404,46.02012044281033,2.08929613085404,46.02012044281033,2.08929613085404,46.02008831898756,2.08929613085404,46.0201428309057
3.467368504525318,46.02012044254371,3.467368504525318,46.02012044254371,3.467368504525318,46.02012044254371,3.467368504525318,46.02008831873056,3.467368504525318,46.02014283062858
5.754399373371571,46.02012044180935,5.754399373371571,46.02012044180935,5.754399373371571,46.02012044180935,5.754399373371571,46.02008831802269,5.754399373371571,46.02014282986534
9.549925860214364,46.02012043978681,9.549925860214364,46.02012043978681,9.549925860214364,46.02012043978681,9.549925860214364,46.02008831607306,9.549925860214364,46.02014282776319
15.84893192461114,46.02012043421623,15.84893192461114,46.02012043421623,15.84893192461114,46.02012043421623,15.84893192461114,46.02008831070336,15.84893192461114,46.02014282197342
26.30267991895383,46.02012041887357,26.30267991895383,46.02012041887357,26.30267991895383,46.02012041887357,26.30267991895383,46.02008829591399,26.30267991895383,46.02014280602702
43.65158322401662,46.02012037661641,43.65158322401662,46.02012037661641,43.65158322401662,46.02012037661641,43.65158322401662,46.02008825518068,43.65158322401662,46.020142762107
72.44359600749904,46.02012026023053,72.44359600749904,46.02012026023053,72.44359600749904,46.02012026023053,72.44359600749904,46.0200881429918,72.44359600749904,46.02014264114126
120.2264434617413,46.02011993967717,120.2264434617413,46.02011993967717,120.2264434617413,46.02011993967717,120.2264434617413,46.02008783399799,120.2264434617413,46.02014230797393
199.526231496888,46.02011905680005,199.526231496888,46.02011905680005,199.526231496888,46.02011905680005,199.526231496888,46.02008698295846,199.526231496888,46.02014139035503
331.1311214825913,46.02011662515548,331.1311214825913,46.02011662515548,331.1311214825913,46.02011662515548,331.1311214825913,46.02008463900185,331.1311214825913,46.02013886302375
549.5408738576248,46.02010992785726,549.5408738576248,46.02010992785726,549.5408738576248,46.02010992785726,549.5408738576248,46.02007818321582,549.5408738576248,46.02013190218298
912.0108393559101,46.02009148201968,912.0108393559101,46.02009148201968,912.0108393559101,46.02009148201968,912.0108393559101,46.02006040255424,912.0108393559101,46.02011273049322
1513.561248436209,46.02004067836937,1513.561248436209,46.02004067836937,1513.561248436209,46.02004067836937,1513.561248436209,46.02001143092213,1513.561248436209,46.02005992771259
2511.886431509581,46.01990075657005,2511.886431509581,46.01990075657005,2511.886431509581,46.01990075657005,2511.886431509581,46.01987655470231,2511.886431509581,46.01991450009766
4168.693834703356,46.01951540323991,4168.693834703356,46.01951540323991,4168.693834703356,46.01951540323991,4168.693834703356,46.01950509640161,4168.693834703356,46.01951398436227
6918.309709189368,46.01845422878655,6918.309709189368,46.01845422878655,6918.309709189368,46.01845422878655,6918.309709189368,46.01848217952192,6918.309709189368,46.01841106335803
11481.53621496883,46.01553285153049,11481.53621496883,46.01553285153049,11481.53621496883,46.01553285153049,11481.53621496883,46.01566607752947,11481.53621496883,46.01537481401624
19054.60717963248,46.00749685575045,19054.60717963248,46.00749685575045,19054.60717963248,46.00749685575045,19054.60717963248,46.00791931638987,19054.60717963248,46.0070232471331
31622.77660168381,45.98544045639233,31622.77660168381,45.98544045639233,31622.77660168381,45.98544045639233,31622.77660168381,45.98665413297908,31622.77660168381,45.98410381159034
52480.74602497728,45.92526493649616,52480.74602497728,45.92526493649616,52480.74602497728,45.92526493649616,52480.74602497728,45.92861764958319,52480.74602497728,45.92159673524855
87096.35899560811,45.76371325625512,87096.35899560811,45.76371325625512,87096.35899560811,45.76371325625512,87096.35899560811,45.7726691178864,87096.35899560811,45.75394896454728
144543.9770745928,45.34753203540444,144543.9770745928,45.34753203540444,144543.9770745928,45.34753203540444,144543.9770745928,45.37002777311599,144543.9770745928,45.32310420232699
239883.2919019492,44.37259251581605,239883.2919019492,44.37259251581605,239883.2919019492,44.37259251581605,239883.2919019492,44.42228617970673,239883.2919019492,44.31899501009651
398107.1705534975,42.45865684985824,398107.1705534975,42.45865684985824,398107.1705534975,42.45865684985824,398107.1705534975,42.54716012524236,398107.1705534975,42.36408348392744
660693.4480075964,39.48852273336654,660693.4480075964,39.48852273336654,660693.4480075964,39.48852273336654,660693.4480075964,39.61203672147698,660693.4480075964,39.35762176325589
1096478.196143186,35.75187036501352,1096478.196143186,35.75187036501352,1096478.196143186,35.75187036501352,1096478.196143186,35.89609793188659,1096478.196143186,35.59975431017847
1819700.858609985,31.62140183599075,1819700.858609985,31.62140183599075,1819700.858609985,31.62140183599075,1819700.858609985,31.77498259915982,1819700.858609985,31.45977051049627
3019951.720402018,27.3269233440609,3019951.720402018,27.3269233440609,3019951.720402018,27.3269233440609,3019951.720402018,27.48421391818324,3019951.720402018,27.16152249680653
5011872.336272726,22.9752085632569,5011872.336272726,22.9752085632569,5011872.336272726,22.9752085632569,5011872.336272726,23.13390890722858,5011872.336272726,22.80835799377775
