"v (/net11 /net10); ac deg(V) (modelFiles=nom,R2=10000) X","v (/net11 /net10); ac deg(V) (modelFiles=nom,R2=10000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:fs,R2=10000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:fs,R2=10000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:sf,R2=10000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:sf,R2=10000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ff,R2=10000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ff,R2=10000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ss,R2=10000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ss,R2=10000) Y"
0.1,-1.781907811648147e-06,0.1,-1.781907811648147e-06,0.1,-1.781907811648147e-06,0.1,-1.749244024283857e-06,0.1,-1.816927379291169e-06
0.1659586907437561,-2.957230872157913e-06,0.1659586907437561,-2.957230872157913e-06,0.1659586907437561,-2.957230872157913e-06,0.1659586907437561,-2.903022478300817e-06,0.1659586907437561,-3.015348888122393e-06
0.2754228703338167,-4.907781635389362e-06,0.2754228703338167,-4.907781635389362e-06,0.2754228703338167,-4.907781635389362e-06,0.2754228703338167,-4.817818094670902e-06,0.2754228703338167,-5.004233533770263e-06
0.4570881896148751,-8.14489014434058e-06,0.4570881896148751,-8.14489014434058e-06,0.4570881896148751,-8.14489014434058e-06,0.4570881896148751,-7.995587830017505e-06,0.4570881896148751,-8.304960452091023e-06
0.7585775750291839,-1.351715304375064e-05,0.7585775750291839,-1.351715304375064e-05,0.7585775750291839,-1.351715304375064e-05,0.7585775750291839,-1.326937287764993e-05,0.7585775750291839,-1.378280363076276e-05
1.258925411794168,-2.243289021492355e-05,1.258925411794168,-2.243289021492355e-05,1.258925411794168,-2.243289021492355e-05,1.258925411794168,-2.202167749534015e-05,1.258925411794168,-2.287376045108191e-05
2.08929613085404,-3.722933089435397e-05,2.08929613085404,-3.722933089435397e-05,2.08929613085404,-3.722933089435397e-05,2.08929613085404,-3.654688764876172e-05,2.08929613085404,-3.796099336616113e-05
3.467368504525318,-6.178531012260154e-05,3.467368504525318,-6.178531012260154e-05,3.467368504525318,-6.178531012260154e-05,3.467368504525318,-6.065273624714832e-05,3.467368504525318,-6.299956758147518e-05
5.754399373371571,-0.0001025380917490566,5.754399373371571,-0.0001025380917490566,5.754399373371571,-0.0001025380917490566,5.754399373371571,-0.0001006584869736522,5.754399373371571,-0.0001045532575300577
9.549925860214364,-0.0001701708745777396,9.549925860214364,-0.0001701708745777396,9.549925860214364,-0.0001701708745777396,9.549925860214364,-0.000167051507101338,9.549925860214364,-0.0001735152173241868
