"v (/net11 /net10); ac deg(V) (modelFiles=nom,R2=1000) X","v (/net11 /net10); ac deg(V) (modelFiles=nom,R2=1000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:fs,R2=1000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:fs,R2=1000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:sf,R2=1000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:sf,R2=1000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ff,R2=1000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ff,R2=1000) Y","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ss,R2=1000) X","v (/net11 /net10); ac deg(V) (modelFiles=spectre.scs:ss,R2=1000) Y"
22908676.52767774,-54.8780858384776,22908676.52767774,-54.8780858384776,22908676.52767774,-54.8780858384776,22908676.52767774,-54.13607542145164,22908676.52767774,-189.4649620514653
38018939.63205615,-69.04556454539151,38018939.63205615,-69.04556454539151,38018939.63205615,-69.04556454539151,38018939.63205615,-68.19950195798755,38018939.63205615,-203.6096099839586
63095734.44801937,-85.00551074800404,63095734.44801937,-85.00551074800404,63095734.44801937,-85.00551074800404,63095734.44801937,-83.95946624097023,63095734.44801937,-222.7613078594444
104712854.80509,-114.5860185628096,104712854.80509,-114.5860185628096,104712854.80509,-114.5860185628096,104712854.80509,-113.1958833233501,104712854.80509,-247.3537908816531
173780082.8749377,-177.8966523419432,173780082.8749377,-177.8966523419432,173780082.8749377,-177.8966523419432,173780082.8749377,-176.6499470360112,173780082.8749377,-274.2891675446688
288403150.3126608,-245.4411581875259,288403150.3126608,-245.4411581875259,288403150.3126608,-245.4411581875259,288403150.3126608,-244.6241320198064,288403150.3126608,-296.5520810954375
478630092.3226386,-293.5226925145382,478630092.3226386,-293.5226925145382,478630092.3226386,-293.5226925145382,478630092.3226386,-292.8308558001868,478630092.3226386,-311.6970733376659
794328234.724282,-326.7347979869779,794328234.724282,-326.7347979869779,794328234.724282,-326.7347979869779,794328234.724282,-326.4851100371927,794328234.724282,-325.2929713994552
1318256738.556408,-345.3544235708442,1318256738.556408,-345.3544235708442,1318256738.556408,-345.3544235708442,1318256738.556408,-345.603453078995,1318256738.556408,-337.1900652280918
2187761623.949554,-353.6031418840764,2187761623.949554,-353.6031418840764,2187761623.949554,-353.6031418840764,2187761623.949554,-354.0357890933766,2187761623.949554,-345.7505487360932
3630780547.701016,-356.9020611731588,3630780547.701016,-356.9020611731588,3630780547.701016,-356.9020611731588,3630780547.701016,-357.2731798438222,3630780547.701016,-351.2924953908253
6025595860.743582,-358.3252574454414,6025595860.743582,-358.3252574454414,6025595860.743582,-358.3252574454414,6025595860.743582,-358.5799271728666,6025595860.743582,-354.7253948483324
10000000000,-359.034477259229,10000000000,-359.034477259229,10000000000,-359.034477259229,10000000000,-359.1953684994573,10000000000,-356.8153395666462
