(VT("/net4") - VT("/net3")) X,(VT("/net4") - VT("/net3")) Y
0.0008322143645641276,1.757249971090502e-06
0.0008327143645641276,1.938700072479094e-06
0.0008332143645641276,1.930998341670431e-06
0.0008337143645641275,1.734183535218037e-06
0.0008342143645641275,1.367137688834674e-06
0.0008347143645641274,8.656336829560018e-07
0.0008352143645641274,2.787163047024421e-07
0.0008357143645641274,-3.361681353286627e-07
0.0008362143645641273,-9.188257157344282e-07
0.0008367143645641273,-1.412217231822055e-06
0.0008372143645641272,-1.768043466521263e-06
0.0008377143645641272,-1.951472553773925e-06
0.0008382143645641271,-1.944548825072445e-06
0.0008387143645641271,-1.747949968100571e-06
0.0008392143645641271,-1.380920473748048e-06
0.0008396071822820636,-9.945714041226239e-07
0.00084,-5.477451874291717e-07
0.0008400064086048059,-5.399556295415664e-07
0.0008400129708892431,-5.319747526932872e-07
0.0008400260954581175,-5.159939615584364e-07
0.0008400290102127631,-5.124413842150233e-07
0.0008400319950427444,-5.088020553767336e-07
0.0008400347873016871,-5.05396293926097e-07
0.0008400374346808991,-5.021661515502984e-07
0.0008400397732514744,-4.993119151475156e-07
0.0008400407937209546,-4.980661698628097e-07
0.0008400418275634872,-4.968039402086788e-07
0.0008400422808109591,-4.962505146810514e-07
0.0008400427712605449,-4.956516308496361e-07
0.0008400431661757025,-4.951693766130916e-07
0.0008400434516022214,-4.948208107702357e-07
0.0008400437262974542,-4.944853391197768e-07
0.0008400440414691052,-4.941004223546486e-07
0.0008400445160404649,-4.935208024470228e-07
0.000840045125720355,-4.927761181328094e-07
0.000840045244476427,-4.926310599451256e-07
0.0008400453518605101,-4.924998895372568e-07
0.0008400454211666175,-4.92415230590737e-07
0.0008400454893787384,-4.923319076866051e-07
0.0008400455686045638,-4.922351313219053e-07
0.0008400456677229593,-4.921140519531519e-07
0.0008400457495725069,-4.920140674880003e-07
0.0008400458360574423,-4.919084199972446e-07
0.0008400459386072168,-4.917831457618149e-07
0.0008400460636963489,-4.916303351087947e-07
0.0008400462281986517,-4.914293736391073e-07
0.0008400464675915747,-4.911369160254253e-07
0.0008400467607760869,-4.907787338748193e-07
0.0008400470889227588,-4.903778241249768e-07
0.0008400474931488628,-4.898839425226953e-07
0.0008400480320001317,-4.892255380806176e-07
0.0008400488426741213,-4.882349209367476e-07
0.0008400503036054396,-4.864494680401066e-07
0.0008400519963836477,-4.843802789977758e-07
0.0008400539642431562,-4.819743177897351e-07
0.0008400563702148368,-4.790319478864546e-07
0.0008400594581655416,-4.752543385500019e-07
0.0008400635396282401,-4.702592482086487e-07
0.0008400686101119953,-4.640504853714589e-07
0.0008400749927034969,-4.562299968924322e-07
0.00084008338579863,-4.459376501397827e-07
0.0008400915132283778,-4.359621590399598e-07
0.000840095756614189,-4.307504504197368e-07
0.0008401,-4.255364258742844e-07
0.0008401010184830377,-4.242845648150251e-07
0.0008401018918268393,-4.232110357715868e-07
0.0008401029002370232,-4.219713740649667e-07
0.000840104917057391,-4.194916776167901e-07
0.000840107367857936,-4.164777227533278e-07
0.0008401101655308985,-4.130362849519287e-07
0.0008401138077635282,-4.085545164400628e-07
0.0008401180697337082,-4.033081260068627e-07
0.0008401237191262864,-3.963505219584107e-07
0.0008401317523580967,-3.864506687989433e-07
0.0008401390764926499,-3.774182857352315e-07
0.0008401468138526273,-3.678698499154365e-07
0.0008401485433111463,-3.657346816510199e-07
0.0008401520022281843,-3.614633856674487e-07
0.0008401528581965623,-3.604061840078998e-07
0.0008401545701333182,-3.58291549096279e-07
0.0008401550064710268,-3.577525229392364e-07
0.000840155879146444,-3.566744102290187e-07
0.000840156402180717,-3.560282111347846e-07
0.0008401569872527476,-3.553053313787302e-07
0.0008401572547690986,-3.549747915609913e-07
0.0008401575237194492,-3.546424738321008e-07
0.0008401577835593934,-3.543214057710742e-07
0.0008401580677753326,-3.539702084776053e-07
0.0008401584318635639,-3.535203048077307e-07
0.0008401590292220038,-3.527821195170588e-07
0.0008401594702516179,-3.522370941588804e-07
0.0008401596565154628,-3.520069031814899e-07
0.0008401597659830909,-3.518716167327796e-07
0.0008401599029263512,-3.517023727805935e-07
0.0008401600070571634,-3.515736795023372e-07
0.0008401601131518102,-3.514425579442815e-07
0.0008401602953697708,-3.51217354976896e-07
0.0008401604363903295,-3.510430655051522e-07
0.0008401605605049206,-3.508896684323304e-07
0.0008401606967578204,-3.5072126713942e-07
0.0008401608502898311,-3.505315087082295e-07
0.0008401610346345628,-3.503036638541346e-07
0.0008401612657616309,-3.500179912574453e-07
0.0008401615663447012,-3.49646462671771e-07
0.000840161948879436,-3.491736262350997e-07
0.0008401624251764751,-3.485848731887842e-07
0.0008401630651580052,-3.477937549067889e-07
0.0008401640266475585,-3.466051248235402e-07
0.0008401654540061463,-3.448403955719215e-07
0.0008401671752752123,-3.427120158772112e-07
0.0008401691679155774,-3.402477142255833e-07
0.0008401715061086544,-3.373555703678477e-07
0.0008401741795879765,-3.340480532187939e-07
0.0008401768984420757,-3.306836944272362e-07
0.0008401794402715693,-3.275377522538037e-07
0.0008401820349611699,-3.243257593599225e-07
0.0008401853375176765,-3.202365856935785e-07
0.0008401908571445045,-3.134000523541403e-07
0.0008401999999999999,-3.020699161915275e-07
0.0008402010599027016,-3.007559250534086e-07
0.0008402021065672926,-2.994582830595505e-07
0.0008402036838373765,-2.975026431872863e-07
0.000840206085608134,-2.945243229302008e-07
0.0008402108891496491,-2.885662622187368e-07
0.0008402188660930711,-2.786680055599788e-07
0.0008402317119738177,-2.62717906984733e-07
0.0008402574037353109,-2.307837210224761e-07
0.0008403087872582973,-1.668082036943019e-07
0.0008404115543042701,-3.865936371028056e-08
0.0008406170883962158,2.165780659257877e-07
0.0008409942086829545,6.69263261032782e-07
0.0008414942086829544,1.203994193677005e-06
0.0008419942086829544,1.621121463069031e-06
0.0008424942086829543,1.881202269515825e-06
0.0008429942086829543,1.958053075901134e-06
0.0008434942086829542,1.843333809148362e-06
0.0008439942086829542,1.547789014511025e-06
0.0008444942086829542,1.10013472753856e-06
0.0008449942086829541,5.441197921118857e-07
0.0008454942086829541,-6.58422809607373e-08
0.000845994208682954,-6.700406740556275e-07
0.000846494208682954,-1.209327087803302e-06
0.0008469942086829539,-1.63090914750974e-06
0.0008474942086829539,-1.893517957318736e-06
0.0008479942086829539,-1.971447010973293e-06
0.0008484942086829538,-1.857067955413072e-06
0.0008489942086829538,-1.561577022579641e-06
0.0008494942086829537,-1.113898955962256e-06
0.000849747104341477,-8.404895064373363e-07
0.0008500000000000001,-5.45464944767815e-07
0.0008500052264998924,-5.391397142062715e-07
0.0008500109119089787,-5.32255458374209e-07
0.0008500222827271511,-5.184715012873653e-07
0.0008500253688088252,-5.147268684613238e-07
0.0008500287434351103,-5.106303229140963e-07
0.0008500320502675901,-5.066142576559685e-07
0.0008500346104612803,-5.035037367040474e-07
0.0008500371902587972,-5.003683196669328e-07
0.0008500395739510781,-4.974702876303638e-07
0.0008500406445128967,-4.961684285653689e-07
0.0008500417215296838,-4.948585345943002e-07
0.0008500422007919666,-4.942755844616897e-07
0.0008500427173031613,-4.936472848271478e-07
0.0008500431313063707,-4.931436481392382e-07
0.0008500434242036735,-4.927873209492617e-07
0.000850043697432567,-4.924549097395925e-07
0.0008500440049606659,-4.92080756586688e-07
0.000850044443270157,-4.915474616229432e-07
0.0008500450738035501,-4.907802324538579e-07
0.0008500451951579723,-4.906325610232187e-07
0.0008500453151165813,-4.904865862354058e-07
0.0008500453835999665,-4.904032493424637e-07
0.0008500454551531873,-4.903161765490438e-07
0.000850045525687695,-4.90230341876341e-07
0.0008500456104010742,-4.901272518953448e-07
0.0008500456926608237,-4.900271479701956e-07
0.0008500457749425716,-4.899270158453817e-07
0.0008500458680222326,-4.89813741566536e-07
0.0008500459782943499,-4.89679543580479e-07
0.0008500461170297181,-4.895107030833401e-07
0.0008500463045480942,-4.892824889690672e-07
0.0008500465766942672,-4.889512699168819e-07
0.0008500468798452277,-4.885823030598146e-07
0.0008500472320961073,-4.881535573542095e-07
0.0008500476787796421,-4.876098458339584e-07
0.0008500482977914827,-4.868563201476661e-07
0.000850049289638178,-4.856488164950434e-07
0.0008500508436313742,-4.83756627867038e-07
0.0008500526196036932,-4.815936893720618e-07
0.0008500547232071624,-4.790310996760638e-07
0.0008500573309441347,-4.75853431547435e-07
0.0008500607601446559,-4.716731805132213e-07
0.0008500651562200019,-4.663116852654525e-07
0.0008500706304535336,-4.596312106475153e-07
0.0008500775882621255,-4.511338806967302e-07
0.0008500865325071344,-4.402003168646473e-07
0.0008500940930863908,-4.309493362164574e-07
0.0008501,-4.237162318787568e-07
0.0008501008519328818,-4.226725796030451e-07
0.0008501017952471079,-4.215169033816579e-07
0.0008501030299197517,-4.200041103796792e-07
0.0008501054992650394,-4.169779228568871e-07
0.0008501079424443033,-4.139830072080741e-07
0.0008501108353826209,-4.10435745612503e-07
0.0008501145886970643,-4.058318772148795e-07
0.000850118949835437,-4.004801548163073e-07
0.0008501255190480688,-3.924142557565347e-07
0.0008501333930894299,-3.827391692468041e-07
0.000850140501457123,-3.739984124617735e-07
0.0008501485219022664,-3.64128944996267e-07
0.0008501500932799853,-3.621944197895743e-07
0.0008501531061841359,-3.584844374682206e-07
0.0008501538286397317,-3.575946780909334e-07
0.0008501552735509232,-3.558149821447643e-07
0.0008501556198288705,-3.553884369011939e-07
0.0008501563123847651,-3.545353051137567e-07
0.0008501566905260605,-3.540694655246313e-07
0.0008501571273552499,-3.535313073399493e-07
0.0008501574576555618,-3.531243750742874e-07
0.0008501577157813175,-3.528063543534188e-07
0.0008501579875665769,-3.524714966562925e-07
0.0008501583137541478,-3.520696005843149e-07
0.0008501587718128243,-3.515052060532042e-07
0.0008501591213664059,-3.510744897017304e-07
0.0008501594562290991,-3.506618631021752e-07
0.0008501595890425527,-3.504982031277137e-07
0.0008501597117845253,-3.503469523380431e-07
0.0008501598643537368,-3.501589445065179e-07
0.0008501599715077908,-3.500268985767718e-07
0.0008501600731947151,-3.499015883701162e-07
0.0008501602084813164,-3.497348708414449e-07
0.0008501603698002994,-3.495360703098527e-07
0.0008501604974324702,-3.493787821273742e-07
0.0008501606276943602,-3.492182514275299e-07
0.0008501607732318121,-3.490388937876787e-07
0.0008501609420923379,-3.488307900312293e-07
0.0008501611491704518,-3.485755826204695e-07
0.0008501614128601067,-3.48250598802835e-07
0.0008501617630137807,-3.478190422345762e-07
0.0008501621900372022,-3.472927274650317e-07
0.0008501627422106288,-3.466121294426472e-07
0.0008501635231393206,-3.456495172304841e-07
0.000850164806507621,-3.440674289922896e-07
0.0008501664136232905,-3.420859873148885e-07
0.000850168270763606,-3.397959402740014e-07
0.0008501704480607489,-3.371106376270916e-07
0.000850172999618413,-3.339631153842504e-07
0.0008501757442055384,-3.305767182215646e-07
0.0008501783643338732,-3.273431565808949e-07
0.0008501808791785635,-3.242388668667218e-07
0.0008501837627711259,-3.206786127751826e-07
0.0008501880485730657,-3.153855787640936e-07
0.0008501940242865328,-3.080024864043907e-07
0.0008502,-3.006159892127158e-07
0.0008502008568798964,-2.995564998276024e-07
0.0008502017675266607,-2.984304801056936e-07
0.0008502030007549613,-2.969054753165778e-07
0.0008502049920758634,-2.944427275330952e-07
0.0008502089747176677,-2.895161650418032e-07
0.0008502160029560066,-2.808187700154008e-07
0.0008502268018753834,-2.674470358510206e-07
0.0008502466680569347,-2.428238705665109e-07
0.0008502864004200372,-1.934984992235655e-07
0.0008503658651462423,-9.464156036642635e-08
0.0008505247945986524,1.030200200702325e-07
0.0008508426535034726,4.911911299920746e-07
0.0008513426535034725,1.052008195667753e-06
0.0008518426535034725,1.509322993920037e-06
0.0008523426535034724,1.82064362919121e-06
0.0008528426535034724,1.95489293219886e-06
0.0008533426535034724,1.898036718239737e-06
0.0008538426535034723,1.65507462779324e-06
0.0008543426535034723,1.24952828284286e-06
0.0008548426535034722,7.210040979810373e-07
0.0008553426535034722,1.212178901699446e-07
0.0008558426535034721,-4.911167927890148e-07
0.0008563426535034721,-1.056054840908871e-06
0.0008568426535034721,-1.518292406910149e-06
0.000857342653503472,-1.832580632132874e-06
0.000857842653503472,-1.968154123233035e-06
0.0008583426535034719,-1.911741837945513e-06
0.0008588426535034719,-1.668865806880859e-06
0.0008593426535034718,-1.263300461129546e-06
0.0008596713267517359,-9.24693410286892e-07
0.0008600000000000001,-5.463868761879098e-07
0.000860005896185934,-5.39238420138588e-07
0.0008600121038304203,-5.317081335221019e-07
0.000860024519119393,-5.166297361025585e-07
0.0008600269511881933,-5.136731573429643e-07
0.0008600303949670836,-5.0948506347126e-07
0.0008600334594239015,-5.057566847543882e-07
0.0008600360438457431,-5.026111831174518e-07
0.0008600385946695132,-4.995055404855009e-07
0.0008600399107581515,-4.979027954377102e-07
0.0008600412139312773,-4.963155115778051e-07
0.0008600418290226294,-4.955662293859575e-07
0.0008600424787167344,-4.947747316297324e-07
0.000860042806710773,-4.943751235053639e-07
0.0008600431453785049,-4.939624940192289e-07
0.0008600434344493415,-4.936102793173802e-07
0.0008600437046688068,-4.932810226954132e-07
0.000860044024614921,-4.928911594426211e-07
0.0008600445037537598,-4.923072849383203e-07
0.0008600451250577723,-4.915501168323289e-07
0.0008600452445356223,-4.914045059756234e-07
0.0008600453523126828,-4.912731532691339e-07
0.0008600454214454519,-4.911888964453937e-07
0.0008600454896771444,-4.911057382983586e-07
0.0008600455683494138,-4.910098538868368e-07
0.0008600456683149796,-4.908880173459806e-07
0.0008600457502019316,-4.907882120708251e-07
0.0008600458364532995,-4.90683087495114e-07
0.0008600459387362102,-4.905584218839465e-07
0.0008600460633872587,-4.904064911936956e-07
0.0008600462272879064,-4.902067163303769e-07
0.0008600464658144281,-4.899159726790003e-07
0.0008600467584739309,-4.895592349285494e-07
0.000860047085688258,-4.891603604395556e-07
0.0008600474883972938,-4.886694346950549e-07
0.0008600480246780347,-4.880156418973769e-07
0.0008600488302811351,-4.87033428697714e-07
0.0008600502795697709,-4.852661641407963e-07
0.0008600519667029848,-4.83208469459484e-07
0.0008600539278755663,-4.808160045666199e-07
0.0008600563256792363,-4.778900994928392e-07
0.0008600593929079962,-4.741460799539965e-07
0.0008600634761311613,-4.691597221828658e-07
0.0008600685364085654,-4.629768144415181e-07
0.0008600748708919867,-4.552318055850435e-07
0.0008600832367446732,-4.449943866724482e-07
0.0008600914007682677,-4.349945907922148e-07
0.0008600957003841339,-4.29724497097439e-07
0.0008601,-4.244519240526046e-07
0.0008601010252800016,-4.231942001275968e-07
0.0008601019042076388,-4.221159386474937e-07
0.0008601029203374204,-4.208692472307263e-07
0.0008601049525969835,-4.1837546893575e-07
0.0008601074093621202,-4.153600701162219e-07
0.0008601102157701917,-4.119145755598907e-07
0.0008601138686527819,-4.07428339954663e-07
0.0008601181341147359,-4.021876456317131e-07
0.0008601238255057956,-3.951914899769093e-07
0.0008601318253027504,-3.853510706086638e-07
0.0008601391270901381,-3.763626263975084e-07
0.0008601468869757481,-3.668035086779042e-07
0.0008601486104856656,-3.646794433098677e-07
0.0008601520575055008,-3.604303178139645e-07
0.0008601529078095109,-3.593819486447103e-07
0.0008601546084175312,-3.572849718302962e-07
0.000860155040286409,-3.56752394736759e-07
0.0008601559040241646,-3.556871794874183e-07
0.0008601564180416514,-3.550532226004322e-07
0.0008601569939824106,-3.543428579444452e-07
0.000860157261400015,-3.540130137924535e-07
0.0008601575292046022,-3.536826842509555e-07
0.0008601577889781266,-3.533622541240788e-07
0.0008601580743221822,-3.530102732351992e-07
0.0008601584405391919,-3.525585210439885e-07
0.0008601590512755343,-3.518051059359095e-07
0.0008601594875833745,-3.512668449445755e-07
0.0008601596628152149,-3.510506607629083e-07
0.0008601597731159869,-3.509145811708692e-07
0.0008601599076714254,-3.507485755172013e-07
0.0008601600107622096,-3.506213874793218e-07
0.0008601601178614249,-3.504892527317338e-07
0.0008601603123842334,-3.502492553764114e-07
0.000860160452284855,-3.500766474484607e-07
0.0008601605762784999,-3.49923663378604e-07
0.0008601607137062188,-3.497541027908113e-07
0.0008601608689848418,-3.495625144900316e-07
0.0008601610571298797,-3.493303706303408e-07
0.0008601612948736441,-3.490370241721052e-07
0.0008601616064616199,-3.486525546048114e-07
0.0008601619957180345,-3.481722341547311e-07
0.0008601624841681467,-3.475694920762606e-07
0.0008601631474981504,-3.467509090970822e-07
0.0008601641652976488,-3.454948018788428e-07
0.0008601656275046055,-3.436900446462943e-07
0.0008601673748130855,-3.415331013556511e-07
0.0008601694023835757,-3.390297951266774e-07
0.0008601717816035873,-3.360917912864636e-07
0.000860174478093995,-3.327613056214318e-07
0.0008601771810996729,-3.294220372040968e-07
0.0008601797098566149,-3.26297374231288e-07
0.0008601823412634199,-3.23045202144101e-07
0.0008601857845596413,-3.187885935229673e-07
0.000860191717279723,-3.114519031566232e-07
0.0008602,-3.012036313698729e-07
0.0008602010088150872,-2.999549386650813e-07
0.0008602020273953743,-2.986940970117757e-07
0.0008602035179526502,-2.968488694854443e-07
0.0008602057957079777,-2.940287646691075e-07
0.0008602103512186326,-2.883872098902174e-07
0.0008602180576912847,-2.788395063735294e-07
0.000860230314306799,-2.636446656545388e-07
0.0008602543406412876,-2.338265472356937e-07
0.0008603023933102647,-1.74087048110394e-07
0.000860398498648219,-5.438703465365791e-08
0.0008605907093241276,1.843620349717412e-07
0.0008609751306759447,6.47135821818523e-07
0.0008614751306759447,1.185244651757955e-06
0.0008619751306759446,1.60769553803064e-06
0.0008624751306759446,1.874437147497687e-06
0.0008629751306759445,1.958607443341975e-06
0.0008634751306759445,1.851146332221276e-06
0.0008639751306759445,1.562090232720692e-06
0.0008644751306759444,1.119522489823055e-06
0.0008649751306759444,5.666954736582852e-07
0.0008654751306759443,-4.228873762279761e-08
0.0008659751306759443,-6.478148457667032e-07
0.0008664751306759443,-1.190604550505014e-06
0.0008669751306759442,-1.617522562114004e-06
0.0008674751306759442,-1.886777680537577e-06
0.0008679751306759441,-1.972012821926938e-06
0.0008684751306759441,-1.864884467073225e-06
0.000868975130675944,-1.575879100546018e-06
0.000869475130675944,-1.133286613441697e-06
0.0008697375653379719,-8.511784233000697e-07
0.00087,-5.455357392492033e-07
0.0008700053154450673,-5.39101945973286e-07
0.0008700111035316243,-5.32092305105536e-07
0.0008700226797047384,-5.180570570306742e-07
0.0008700256286545417,-5.144782146970783e-07
0.0008700301893824562,-5.089405075153763e-07
0.0008700335133092887,-5.049023978909162e-07
0.0008700359853021209,-5.018981033000358e-07
0.0008700384736950582,-4.988728785626506e-07
0.0008700398215412848,-4.972338394360065e-07
0.0008700411529683568,-4.956144803447415e-07
0.000870041786578563,-4.948437473117906e-07
0.000870042453137786,-4.940328652836001e-07
0.0008700427853595661,-4.936286848167271e-07
0.0008700431297335238,-4.932097008580882e-07
0.0008700434217263481,-4.928544328208773e-07
0.0008700436910068645,-4.925267860222959e-07
0.0008700440071011924,-4.921421639103585e-07
0.0008700444683774299,-4.915808582417469e-07
0.0008700450991661914,-4.908132256176145e-07
0.000870045219909751,-4.906662811610119e-07
0.0008700453336056606,-4.90527911178873e-07
0.0008700454020096046,-4.90444661327416e-07
0.0008700454710797958,-4.903606007911065e-07
0.0008700455441343957,-4.902716890242687e-07
0.0008700456599898733,-4.901306840388031e-07
0.0008700457436152035,-4.900289036768868e-07
0.0008700458272539872,-4.899271064395805e-07
0.000870045927092499,-4.898055905311338e-07
0.000870046047214245,-4.896593857051101e-07
0.000870046205946611,-4.894661842502757e-07
0.000870046437312626,-4.891845697407859e-07
0.0008700467278712182,-4.888308950956599e-07
0.0008700470484835066,-4.884406230587501e-07
0.0008700474406704811,-4.879632027332548e-07
0.0008700479593869089,-4.873317172027214e-07
0.0008700487293824238,-4.863942435484603e-07
0.0008700500911025952,-4.84736117911666e-07
0.0008700517499086684,-4.827158506248708e-07
0.0008700536736435735,-4.803723900881351e-07
0.0008700560134970334,-4.775212505414572e-07
0.0008700589943818852,-4.738877901200311e-07
0.0008700629555814509,-4.690573129906284e-07
0.0008700678969057128,-4.630283161333182e-07
0.0008700740524427373,-4.555127717242868e-07
0.0008700821625509814,-4.456023898757877e-07
0.0008700905657612406,-4.353239511090123e-07
0.0008700952828806203,-4.295498341466697e-07
0.0008701,-4.237726518585561e-07
0.0008701007549727328,-4.228476941925408e-07
0.0008701015638885689,-4.218565901048521e-07
0.000870102633368932,-4.20546112378517e-07
0.0008701047723296583,-4.17924704398942e-07
0.0008701070779341957,-4.150983869966041e-07
0.000870109742812677,-4.118307797007503e-07
0.0008701132293075302,-4.075543218462485e-07
0.0008701174413730892,-4.023857942403453e-07
0.0008701228310901715,-3.957688934352888e-07
0.0008701312299277076,-3.854504913025636e-07
0.0008701387839808092,-3.761625864129314e-07
0.0008701463330478025,-3.668740256035363e-07
0.0008701480975600994,-3.647019566344056e-07
0.0008701516265846932,-3.603567440002564e-07
0.0008701525194989432,-3.592570918531379e-07
0.0008701543053274433,-3.570575168865275e-07
0.0008701547720064188,-3.564826565050083e-07
0.0008701557053643698,-3.553328631333841e-07
0.000870156293239722,-3.546086155825634e-07
0.0008701567335080511,-3.54066191254887e-07
0.0008701570489963332,-3.536774855206204e-07
0.0008701573692960812,-3.532828414254396e-07
0.0008701576324121281,-3.529586456441081e-07
0.0008701578946631466,-3.526355072391851e-07
0.0008701582094749818,-3.522475962025595e-07
0.0008701586229388489,-3.517381077511317e-07
0.0008701589813227382,-3.512964750207459e-07
0.0008701593501151102,-3.508420016729019e-07
0.0008701597226633912,-3.503828847062351e-07
0.0008701598265235248,-3.502548884259937e-07
0.0008701599478107378,-3.501054128829395e-07
0.0008701600566127878,-3.499713234766944e-07
0.0008701601713819147,-3.498298781767772e-07
0.0008701603475111292,-3.49612809369404e-07
0.0008701604798477826,-3.494497105016592e-07
0.0008701606065324753,-3.492935749527248e-07
0.0008701607476512783,-3.49119646303464e-07
0.0008701609090039561,-3.489207776041781e-07
0.0008701611053870535,-3.486787296669291e-07
0.0008701613539723199,-3.483723360897528e-07
0.000870161681266234,-3.479689187901869e-07
0.0008701620860329538,-3.474699934447045e-07
0.0008701626005019713,-3.468358205083177e-07
0.0008701633112433254,-3.4595965980877e-07
0.000870164436217602,-3.445727467799031e-07
0.0008701659638739094,-3.426891712621227e-07
0.0008701677614432903,-3.404724777666956e-07
0.0008701698557403102,-3.378894364303164e-07
0.0008701723110548828,-3.348605368547197e-07
0.0008701750381574764,-3.314956187328022e-07
0.0008701777087667307,-3.281996598936132e-07
0.0008701802208936392,-3.250986273517498e-07
0.0008701829434242399,-3.217371455921381e-07
0.0008701867009443058,-3.170965572341089e-07
0.000870193569939097,-3.086096935778215e-07
0.0008702,-3.006610715949876e-07
0.0008702008888584686,-2.99561949468341e-07
0.0008702018426711936,-2.983824523017375e-07
0.0008702031346333307,-2.967846741697144e-07
0.0008702051904515163,-2.942419243812111e-07
0.0008702093020878875,-2.891552892680949e-07
0.0008702164970293424,-2.802506362531432e-07
0.0008702276584799668,-2.664283029751857e-07
0.0008702485366883385,-2.405467345312218e-07
0.0008702902931050819,-1.886980198761989e-07
0.0008703738059385686,-8.478576063453147e-08
0.0008705408316055421,1.228811137288233e-07
0.000870874882939489,5.295424823081873e-07
0.0008713748829394889,1.085152576463244e-06
0.0008718748829394889,1.534253437185384e-06
0.0008723748829394889,1.834910928977251e-06
0.0008728748829394888,1.957048513467896e-06
0.0008733748829394888,1.887831624358682e-06
0.0008738748829394887,1.633488778240988e-06
0.0008743748829394887,1.218667380342708e-06
0.0008748748829394887,6.838871056125129e-07
0.0008753748829394886,8.147800212299217e-08
0.0008758748829394886,-5.295892524515011e-07
0.0008763748829394885,-1.089493670836106e-06
0.0008768748829394885,-1.543424249739189e-06
0.0008773748829394884,-1.846945355543639e-06
0.0008778748829394884,-1.970345592905431e-06
0.0008783748829394884,-1.901545536142635e-06
0.0008788748829394883,-1.647279820327086e-06
0.0008793748829394883,-1.232437778497797e-06
0.0008797374414697441,-8.519733589729128e-07
0.0008801,-4.271870956973345e-07
0.0008801061721818755,-4.195739953249955e-07
0.0008801125720624001,-4.116770038198325e-07
0.000880117616968978,-4.05449120499668e-07
0.0008801225464614394,-3.993610957486737e-07
0.0008801280360744132,-3.925782230407293e-07
0.000880135328520883,-3.835628339388109e-07
0.0008801428933448565,-3.742048544363996e-07
0.0008801479979245714,-3.678869873180446e-07
0.0008801493275095379,-3.662409453486504e-07
0.000880151986679471,-3.629483358302821e-07
0.0008801539194450721,-3.60554730516327e-07
0.0008801544168950497,-3.599386115826775e-07
0.0008801554117950049,-3.587063015508818e-07
0.000880156125742388,-3.578219278654871e-07
0.00088015662278437,-3.572062079459926e-07
0.0008801569625917842,-3.567852520092174e-07
0.0008801573172492821,-3.563458881306047e-07
0.0008801575914441649,-3.560061963003847e-07
0.0008801578468625361,-3.556897585355046e-07
0.000880158148536857,-3.553160070612904e-07
0.0008801585338496363,-3.548386213747534e-07
0.0008801589259597313,-3.543527995475415e-07
0.0008801593266270884,-3.538563604355005e-07
0.0008801596794267525,-3.534192178911155e-07
0.0008801597837061864,-3.532900061387068e-07
0.0008801599170181275,-3.531248204957649e-07
0.0008801600275301389,-3.529878840335954e-07
0.0008801601354671447,-3.528541367980864e-07
0.0008801603245631922,-3.526198217862486e-07
0.0008801604626277886,-3.524487393047337e-07
0.0008801605875437427,-3.522939475697484e-07
0.0008801607262126176,-3.521221132452013e-07
0.0008801608834215326,-3.519273004126688e-07
0.0008801610741198359,-3.516909852230299e-07
0.0008801613152172189,-3.513922099962485e-07
0.0008801616318511849,-3.509998192097186e-07
0.0008801620214450393,-3.505169996476099e-07
0.0008801625134615634,-3.499072300794381e-07
0.0008801631796939025,-3.490815134732372e-07
0.0008801642014155961,-3.478151280322805e-07
0.0008801656639493835,-3.460022031109844e-07
0.0008801674126071227,-3.438343456618753e-07
0.0008801694522575218,-3.413053810685795e-07
0.000880171853117963,-3.383280666735544e-07
0.0008801745581620402,-3.349729100765586e-07
0.0008801772571256513,-3.316246461881889e-07
0.0008801797810542974,-3.284929459557162e-07
0.0008801824237382353,-3.252132982911604e-07
0.0008801859082785895,-3.208879664207132e-07
0.0008801919612517493,-3.133720372083815e-07
0.0008801999999999999,-3.033857702838816e-07
0.0008802009938464376,-3.021507446465677e-07
0.0008802020042767642,-3.008950575367209e-07
0.0008802034696715413,-2.990738454666797e-07
0.0008802057209715118,-2.962755842883524e-07
0.0008802102235714527,-2.906779101863322e-07
0.0008802192287713345,-2.794780911141714e-07
0.000880237239171098,-2.5706174655582e-07
0.0008802732599706252,-2.121717648240207e-07
0.0008803453015696795,-1.222395058508852e-07
0.0008804893847677882,5.761303745188684e-08
0.0008807775511640055,4.122653145532951e-07
0.0008812775511640055,9.8351911170802e-07
0.0008817775511640054,1.457066857835088e-06
0.0008822775511640054,1.789579224142912e-06
0.0008827775511640053,1.948114864536166e-06
0.0008832775511640053,1.916279305680391e-06
0.0008837775511640053,1.696595906208742e-06
0.0008842775511640052,1.310283711530857e-06
0.0008847775511640052,7.950533083000977e-07
0.0008852775511640051,2.013138276080184e-07
0.0008857775511640051,-4.128147064186294e-07
0.000886277551164005,-9.872118009734976e-07
0.000886777551164005,-1.465647542664428e-06
0.000887277551164005,-1.801287328184742e-06
0.0008877775511640049,-1.961275637007986e-06
0.0008882775511640049,-1.929951495505122e-06
0.0008887775511640048,-1.710381119401916e-06
0.0008892775511640048,-1.324057618212748e-06
0.0008896387755820024,-9.60326759225083e-07
0.0008900000000000001,-5.470155914899522e-07
0.0008900061615493111,-5.395365429983201e-07
0.0008900125540778494,-5.317727331810573e-07
0.000890025339134926,-5.162266052405329e-07
0.0008900284238788484,-5.124719193450034e-07
0.0008900316593107012,-5.085322223319366e-07
0.0008900345029394616,-5.050682652107952e-07
0.0008900371112499922,-5.018898556752305e-07
