iinteg((getData("/out" ?result "noise")**2)) (modelFiles=nom) X,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=nom) Y,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:fs) X,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:fs) Y,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:sf) X,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:sf) Y,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:ff) X,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:ff) Y,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:ss) X,iinteg((getData("/out" ?result "noise")**2)) (modelFiles=spectre.scs:ss) Y
1096478.196143186,5.625546288090076e-05,1096478.196143186,5.625546288090076e-05,1096478.196143186,5.625546288090076e-05,1096478.196143186,6.376657867828102e-05,1096478.196143186,4.370725506077217e-05
1819700.858609985,5.629879630531181e-05,1819700.858609985,5.629879630531181e-05,1819700.858609985,5.629879630531181e-05,1819700.858609985,6.380945798346147e-05,1819700.858609985,4.375457453808369e-05
3019951.720402018,5.632248169831486e-05,3019951.720402018,5.632248169831486e-05,3019951.720402018,5.632248169831486e-05,3019951.720402018,6.383297433549001e-05,3019951.720402018,4.378005162212895e-05
5011872.336272726,5.633585459580584e-05,5011872.336272726,5.633585459580584e-05,5011872.336272726,5.633585459580584e-05,5011872.336272726,6.3846287524254e-05,5011872.336272726,4.379426463212389e-05
8317637.711026715,5.63435995544529e-05,8317637.711026715,5.63435995544529e-05,8317637.711026715,5.63435995544529e-05,8317637.711026715,6.38540142301419e-05,8317637.711026715,4.380242210860244e-05
13803842.64602886,5.634818572555565e-05,13803842.64602886,5.634818572555565e-05,13803842.64602886,5.634818572555565e-05,13803842.64602886,6.385859877828608e-05,13803842.64602886,4.380721732005575e-05
22908676.52767774,5.635097118568002e-05,22908676.52767774,5.635097118568002e-05,22908676.52767774,5.635097118568002e-05,22908676.52767774,6.386139112660389e-05,22908676.52767774,4.381010715855733e-05
38018939.63205615,5.635271858781467e-05,38018939.63205615,5.635271858781467e-05,38018939.63205615,5.635271858781467e-05,38018939.63205615,6.386315201627357e-05,38018939.63205615,4.381189955464929e-05
63095734.44801937,5.635383386991196e-05,63095734.44801937,5.635383386991196e-05,63095734.44801937,5.635383386991196e-05,63095734.44801937,6.386428568779757e-05,63095734.44801937,4.381302444960983e-05
104712854.80509,5.635450147857069e-05,104712854.80509,5.635450147857069e-05,104712854.80509,5.635450147857069e-05,104712854.80509,6.386497061927435e-05,104712854.80509,4.381368551212105e-05
173780082.8749377,5.635483263215553e-05,173780082.8749377,5.635483263215553e-05,173780082.8749377,5.635483263215553e-05,173780082.8749377,6.386531164719739e-05,173780082.8749377,4.381400944958068e-05
288403150.3126608,5.635496315421381e-05,288403150.3126608,5.635496315421381e-05,288403150.3126608,5.635496315421381e-05,288403150.3126608,6.38654455460889e-05,288403150.3126608,4.381413680508866e-05
478630092.3226386,5.635501017428252e-05,478630092.3226386,5.635501017428252e-05,478630092.3226386,5.635501017428252e-05,478630092.3226386,6.386549349931738e-05,478630092.3226386,4.381418283562506e-05
