"v /net8; ac dB20(V) (modelFiles=nom,cf=2e-12) X","v /net8; ac dB20(V) (modelFiles=nom,cf=2e-12) Y","v /net8; ac dB20(V) (modelFiles=spectre.scs:fs,cf=2e-12) X","v /net8; ac dB20(V) (modelFiles=spectre.scs:fs,cf=2e-12) Y","v /net8; ac dB20(V) (modelFiles=spectre.scs:sf,cf=2e-12) X","v /net8; ac dB20(V) (modelFiles=spectre.scs:sf,cf=2e-12) Y","v /net8; ac dB20(V) (modelFiles=spectre.scs:ss,cf=2e-12) X","v /net8; ac dB20(V) (modelFiles=spectre.scs:ss,cf=2e-12) Y"
144543.9770745928,99.85886695853688,144543.9770745928,99.85886695853688,144543.9770745928,99.85886695853688,144543.9770745928,99.85888107848878
239883.2919019492,99.6221292246568,239883.2919019492,99.6221292246568,239883.2919019492,99.6221292246568,239883.2919019492,99.62216567768083
398107.1705534975,99.02995978304325,398107.1705534975,99.02995978304325,398107.1705534975,99.02995978304325,398107.1705534975,99.03004656579989
660693.4480075964,97.72385473464931,660693.4480075964,97.72385473464931,660693.4480075964,97.72385473464931,660693.4480075964,97.72402804139467
1096478.196143186,95.38315715882818,1096478.196143186,95.38315715882818,1096478.196143186,95.38315715882818,1096478.196143186,95.38341725693664
1819700.858609985,92.07310835585133,1819700.858609985,92.07310835585133,1819700.858609985,92.07310835585133,1819700.858609985,92.07335384619604
3019951.720402018,88.17195517289362,3019951.720402018,88.17195517289362,3019951.720402018,88.17195517289362,3019951.720402018,88.17183494010635
5011872.336272726,84.013704897059,5011872.336272726,84.013704897059,5011872.336272726,84.013704897059,5011872.336272726,84.01228503442456
8317637.711026715,79.76402742456247,8317637.711026715,79.76402742456247,8317637.711026715,79.76402742456247,8317637.711026715,79.76058455870483
13803842.64602886,75.48627025639669,13803842.64602886,75.48627025639669,13803842.64602886,75.48627025639669,13803842.64602886,75.48369395776331
22908676.52767774,71.24812736338011,22908676.52767774,71.24812736338011,22908676.52767774,71.24812736338011,22908676.52767774,71.25619135773425
38018939.63205615,67.18447030934178,38018939.63205615,67.18447030934178,38018939.63205615,67.18447030934178,38018939.63205615,67.22571645605122
63095734.44801937,63.44586558464442,63095734.44801937,63.44586558464442,63095734.44801937,63.44586558464442,63095734.44801937,63.55775720035226
104712854.80509,58.85980377294453,104712854.80509,58.85980377294453,104712854.80509,58.85980377294453,104712854.80509,58.90619321036177
173780082.8749377,49.45561614074339,173780082.8749377,49.45561614074339,173780082.8749377,49.45561614074339,173780082.8749377,49.20301989617645
288403150.3126608,38.81371840867371,288403150.3126608,38.81371840867371,288403150.3126608,38.81371840867371,288403150.3126608,38.58165495549217
478630092.3226386,30.39218908248991,478630092.3226386,30.39218908248991,478630092.3226386,30.39218908248991,478630092.3226386,30.25917574368476
794328234.724282,24.28032063529974,794328234.724282,24.28032063529974,794328234.724282,24.28032063529974,794328234.724282,24.20663144477354
1318256738.556408,19.3489616226066,1318256738.556408,19.3489616226066,1318256738.556408,19.3489616226066,1318256738.556408,19.29546190577763
2187761623.949554,14.79538759890475,2187761623.949554,14.79538759890475,2187761623.949554,14.79538759890475,2187761623.949554,14.74731463965682
3630780547.701016,10.3474300140436,3630780547.701016,10.3474300140436,3630780547.701016,10.3474300140436,3630780547.701016,10.30085802235177
6025595860.743582,5.931212449201865,6025595860.743582,5.931212449201865,6025595860.743582,5.931212449201865,6025595860.743582,5.885107426427572
10000000000,1.525490600346922,10000000000,1.525490600346922,10000000000,1.525490600346922,10000000000,1.479543921493147
